  86, 143, 168,
  85, 142, 168,
  85, 143, 169,
  86, 143, 169,
  85, 143, 168,
  85, 143, 168,
  85, 143, 167,
  85, 143, 168,
  85, 143, 168,
  85, 142, 167,
  86, 143, 167,
  85, 142, 167,
  85, 142, 167,
  86, 143, 168,
  86, 143, 168,
  85, 143, 167,
  85, 143, 167,
  85, 145, 167,
  85, 144, 167,
  85, 143, 167,
  85, 143, 166,
  85, 143, 167,
  85, 143, 167,
  85, 143, 166,
  85, 143, 166,
  85, 144, 166,
  85, 143, 167,
  85, 143, 166,
  85, 143, 167,
  84, 143, 166,
  85, 143, 166,
  84, 144, 167,
  84, 144, 165,
  86, 144, 166,
  85, 143, 167,
  85, 143, 165,
  84, 144, 166,
  84, 144, 164,
  85, 144, 165,
  85, 144, 164,
  84, 143, 164,
  85, 143, 163,
  84, 143, 165,
  84, 144, 166,
  84, 143, 165,
  84, 143, 164,
  84, 143, 165,
  84, 143, 165,
  84, 143, 165,
  84, 143, 164,
  84, 143, 164,
  84, 143, 164,
  84, 143, 164,
  84, 143, 165,
  84, 143, 165,
  84, 143, 164,
  84, 142, 164,
  84, 143, 165,
  84, 143, 167,
  84, 143, 165,
  85, 143, 165,
  84, 143, 164,
  83, 142, 164,
  83, 142, 164,
  84, 144, 164,
  84, 143, 164,
  84, 143, 164,
  83, 143, 164,
  83, 143, 164,
  83, 144, 163,
  83, 143, 164,
  83, 142, 164,
  83, 142, 163,
  84, 143, 163,
  83, 143, 164,
  83, 143, 165,
  83, 143, 164,
  84, 142, 163,
  83, 142, 164,
  83, 142, 163,
  83, 143, 164,
  83, 143, 162,
  83, 142, 164,
  83, 143, 163,
  83, 142, 163,
  83, 142, 162,
  83, 143, 163,
  84, 145, 163,
  84, 143, 163,
  84, 142, 164,
  84, 143, 162,
  84, 142, 163,
  83, 143, 163,
  84, 143, 162,
  83, 143, 163,
  84, 143, 163,
  84, 143, 163,
  83, 143, 164,
  83, 144, 161,
  83, 142, 163,
  83, 142, 164,
  84, 143, 164,
  84, 143, 163,
