  50, 142,  67,
  51, 141,  68,
  51, 142,  67,
  50, 142,  67,
  51, 141,  67,
  50, 141,  68,
  51, 141,  67,
  50, 140,  69,
  50, 140,  68,
  50, 140,  67,
  50, 138,  67,
  50, 138,  67,
  50, 136,  68,
  51, 134,  67,
  50, 133,  67,
  51, 132,  67,
  51, 132,  69,
  51, 131,  67,
  51, 130,  67,
  51, 129,  67,
  51, 127,  67,
  51, 125,  67,
  51, 123,  67,
  51, 121,  67,
  51, 118,  67,
  51, 115,  67,
  51, 113,  67,
  51, 108,  67,
  50, 106,  67,
  51, 104,  67,
  51, 101,  67,
  51,  98,  67,
  51,  97,  69,
  51,  95,  67,
  51,  94,  67,
  51,  92,  67,
  51,  91,  67,
  51,  89,  67,
  51,  86,  67,
  51,  82,  66,
  51,  77,  66,
  52,  72,  67,
  55,  68,  66,
  58,  67,  66,
  60,  63,  66,
  63,  62,  66,
  65,  58,  66,
  66,  56,  65,
  69,  53,  65,
  70,  50,  64,
  71,  46,  63,
  74,  45,  63,
  75,  42,  63,
  76,  41,  63,
  78,  39,  62,
  78,  38,  62,
  79,  31,  62,
  80,  36,  63,
  81,  35,  63,
  82,  34,  62,
  83,  32,  62,
  83,  31,  62,
  85,  30,  64,
  85,  31,  66,
  87,  30,  67,
  86,  30,  69,
  86,  31,  70,
  86,  31,  73,
  86,  32,  76,
  86,  32,  79,
  86,  34,  80,
  86,  34,  82,
  86,  35,  84,
  86,  36,  86,
  86,  35,  87,
  86,  37,  90,
  87,  37,  91,
  87,  38,  93,
  87,  39,  95,
  88,  41,  98,
  88,  41, 100,
  88,  40, 101,
  87,  44, 105,
  87,  44, 104,
  87,  45, 104,
  87,  45, 105,
  87,  45, 105,
  87,  46, 107,
  87,  46, 105,
  87,  46, 106,
  87,  45, 105,
  86,  45, 105,
  86,  47, 105,
  86,  47, 105,
  86,  47, 105,
  87,  46, 104,
  86,  46, 105,
  87,  46, 105,
  86,  46, 105,
  86,  47, 104,
  87,  47, 104,
  86,  47, 104,
  86,  46, 104,
  86,  46, 104,
  86,  46, 104,
  86,  47, 104,
  86,  47, 104,
  86,  47, 104,
  86,  46, 104,
  86,  47, 104,
  86,  47, 104,
  86,  47, 104,
  86,  47, 104,
  86,  46, 104,
  86,  47, 104,
  86,  46, 104,
  86,  46, 105,
  86,  47, 104,
  86,  47, 104,
  86,  47, 104,
  86,  47, 104,
  86,  48, 104,
  86,  48, 104,
  86,  47, 104,
  86,  47, 104,
  86,  46, 104,
  86,  48, 104,
  86,  48, 104,
  86,  48, 105,
  85,  47, 103,
  85,  47, 104,
  87,  47, 104,
  87,  47, 104,
  87,  47, 104,
  87,  46, 103,
  87,  48, 104,
  87,  48, 103,
  86,  48, 105,
  86,  48, 103,
  86,  48, 103,
  86,  47, 104,
  86,  48, 104,
  86,  48, 104,
  86,  48, 104,
  86,  48, 104,
  86,  48, 104,
  86,  47, 103,
  86,  47, 104,
  86,  48, 104,
  86,  47, 106,
  86,  44, 104,
  86,  47, 104,
  86,  48, 104,
  86,  47, 104,
  86,  47, 104,
  86,  47, 104,
  86,  48, 104,
  86,  47, 104,
  86,  48, 104,
  86,  47, 106,
  86,  47, 104,
  86,  45, 104,
  86,  48, 104,
  87,  48, 104,
  87,  48, 104,
  87,  47, 104,
  86,  48, 104,
  86,  48, 104,
  86,  47, 104,
  86,  48, 104,
  86,  49, 104,
  86,  50, 104,
  86,  48, 104,
  86,  49, 104,
  86,  49, 104,
  87,  49, 104,
  86,  48, 104,
  87,  48, 104,
  86,  48, 104,
  86,  49, 104,
  86,  49, 104,
  86,  48, 104,
  87,  48, 104,
  86,  49, 104,
  86,  49, 104,
  85,  49, 104,
  86,  49, 104,
  86,  47, 104,
  86,  47, 104,
  86,  48, 103,
  87,  47, 104,
  86,  49, 104,
  86,  48, 104,
  87,  47, 106,
  87,  48, 104,
  87,  48, 104,
  87,  48, 104,
  87,  48, 104,
  86,  49, 106,
  87,  43, 104,
  86,  48, 105,
  86,  48, 104,
  87,  48, 104,
  86,  49, 104,
  86,  48, 104,
  86,  48, 105,
  86,  48, 104,
  87,  45, 104,
  87,  48, 104,
  86,  49, 104,
  86,  48, 104,
  86,  45, 104,
  86,  49, 104,
  87,  48, 104,
  86,  49, 104,
  87,  48, 105,
  87,  48, 104,
  87,  48, 104,
  87,  49, 104,
  87,  44, 104,
  87,  48, 104,
  87,  48, 104,
  87,  48, 105,
  87,  49, 104,
  86,  48, 104,
  86,  48, 104,
  87,  47, 104,
  86,  49, 105,
  86,  48, 104,
  86,  48, 104,
  86,  48, 104,
  87,  49, 103,
  87,  48, 104,
  87,  49, 104,
