  59,  91,  85,
  59,  92,  86,
  59,  92,  88,
  59,  91,  85,
  59,  91,  85,
  59,  92,  86,
  59,  91,  86,
  59,  92,  86,
  59,  91,  86,
  59,  91,  85,
  59,  91,  86,
  59,  91,  86,
  59,  91,  85,
  59,  92,  86,
  59,  91,  86,
-1000,-1000,-1000,
  59,  93,  86,
  60,  91,  86,
  59,  92,  88,
  59,  92,  86,
  58,  88,  86,
  58,  91,  86,
  58,  90,  85,
  56,  85,  81,
  56,  77,  69,
  55,  62,  52,
  55,  45,  32,
  54,  32,  21,
  56,  25,  13,
  55,  20,   9,
  56,  16,   3,
  55,   5,   0,
  56,  12,  -1,
  56,  11,  -2,
  56,  10,  -2,
  57,   8,  -4,
  56,  10,  -4,
  56,   8,  -3,
  57,  10,  -2,
  56,   9,  -4,
  55,  10,  -3,
  54,  10,  -3,
  57,   8,  -3,
  57,   3,  -3,
  55,   8,  -3,
  56,   8,  -1,
  56,   7,  -1,
  55,   8,  -3,
  55,   7,  -2,
  55,   7,  -2,
  55,   8,  -2,
  55,   8,  -2,
  55,   5,   0,
  55,   8,   0,
  56,   8,   0,
  55,  11,   0,
  54,  15,   2,
  55,  20,   6,
  54,  27,  12,
  55,  34,  21,
  54,  45,  36,
  54,  60,  53,
  54,  72,  72,
  54,  81,  82,
  54,  87,  85,
  55,  89,  85,
  56,  88,  86,
-1000,-1000,-1000,
  56,  89,  87,
  56,  89,  87,
  57,  90,  87,
  58,  90,  88,
  58,  88,  87,
  58,  89,  87,
  58,  90,  87,
  57,  90,  87,
  57,  90,  86,
  57,  90,  86,
  57,  91,  86,
  58,  90,  86,
  57,  89,  86,
  57,  89,  86,
  57,  90,  86,
  57,  88,  86,
  57,  89,  85,
  57,  89,  86,
  57,  90,  86,
  57,  90,  86,
  57,  89,  86,
  57,  87,  85,
  57,  89,  85,
  57,  90,  85,
  57,  88,  86,
  56,  91,  86,
  56,  90,  86,
  56,  89,  86,
  57,  89,  86,
  57,  90,  86,
  57,  90,  88,
  57,  89,  86,
  57,  90,  86,
  57,  90,  86,
  57,  88,  86,
  56,  88,  86,
  56,  89,  86,
  57,  90,  86,
  57,  89,  86,
  56,  89,  86,
  56,  89,  86,
  56,  90,  86,
  56,  90,  86,
  57,  90,  86,
  57,  89,  86,
  57,  89,  86,
  56,  89,  86,
  56,  89,  86,
  56,  91,  86,
  57,  91,  86,
  57,  89,  86,
  57,  91,  86,
  57,  91,  86,
  58,  91,  86,
  58,  90,  86,
  58,  89,  86,
  58,  89,  87,
  58,  90,  86,
  58,  87,  86,
  57,  90,  88,
  57,  88,  86,
  57,  89,  86,
  57,  89,  86,
  57,  89,  86,
  57,  90,  86,
  57,  90,  86,
  57,  89,  88,
  57,  90,  86,
  57,  90,  86,
  57,  90,  86,
  57,  90,  86,
  57,  89,  86,
  57,  90,  86,
  57,  90,  86,
  57,  90,  88,
  57,  90,  86,
  57,  90,  86,
  57,  89,  86,
  57,  90,  86,
  57,  91,  86,
  57,  91,  86,
  57,  90,  87,
  58,  89,  86,
  56,  90,  86,
  56,  90,  86,
  56,  90,  86,
  57,  89,  86,
  57,  89,  86,
  57,  90,  86,
  57,  91,  86,
  57,  90,  86,
  57,  90,  88,
  57,  90,  86,
  57,  89,  86,
  57,  89,  86,
  57,  89,  86,
  58,  90,  86,
  57,  90,  86,
  57,  89,  88,
  57,  90,  86,
  57,  89,  86,
  58,  90,  86,
  57,  88,  86,
  58,  90,  86,
  57,  89,  86,
  57,  91,  86,
  57,  90,  86,
  58,  90,  87,
  58,  89,  86,
  58,  89,  87,
  57,  90,  86,
  58,  91,  86,
  58,  89,  86,
  57,  89,  87,
  57,  89,  87,
  57,  90,  87,
  58,  89,  88,
  58,  90,  87,
  58,  90,  87,
  58,  90,  86,
  57,  89,  86,
  58,  90,  86,
  58,  90,  86,
  57,  89,  86,
  58,  90,  88,
  58,  90,  86,
  57,  89,  86,
  57,  90,  87,
  57,  88,  87,
  57,  89,  87,
  57,  90,  86,
  56,  90,  86,
  57,  90,  86,
  58,  91,  86,
  58,  90,  86,
  58,  89,  86,
  59,  90,  86,
  59,  89,  86,
  59,  89,  86,
  57,  87,  86,
  58,  90,  86,
  58,  89,  86,
  57,  91,  86,
  57,  90,  86,
  57,  90,  86,
  58,  90,  87,
  57,  90,  87,
  58,  90,  87,
  58,  89,  87,
  57,  89,  88,
  57,  91,  87,
  57,  89,  86,
  58,  90,  86,
  58,  91,  87,
  58,  89,  87,
  58,  90,  87,
  57,  90,  87,
  57,  90,  87,
  57,  89,  87,
  57,  89,  87,
  57,  92,  87,
  57,  91,  87,
  58,  89,  87,
  58,  89,  87,
  58,  90,  87,
  58,  92,  87,
  57,  87,  87,
  57,  90,  87,
  57,  91,  87,
  57,  91,  86,
  57,  90,  88,
  57,  90,  86,
  57,  90,  86,
  57,  91,  86,
  58,  90,  87,
  57,  90,  87,
  57,  90,  87,
  57,  91,  87,
  58,  91,  89,
  58,  90,  87,
  58,  90,  87,
  58,  89,  87,
  58,  87,  87,
  57,  91,  87,
  57,  91,  87,
  57,  91,  88,
  58,  90,  87,
  57,  91,  86,
  57,  90,  87,
  57,  90,  87,
