  44,  88, 177,
  45,  87, 175,
  44,  88, 176,
  45,  87, 176,
  42,  88, 176,
  43,  88, 176,
  45,  88, 176,
  45,  88, 175,
  45,  89, 176,
  45,  89, 175,
  45,  90, 176,
  45,  91, 175,
  45,  90, 175,
  45,  90, 175,
  45,  90, 175,
  45,  91, 176,
  46,  91, 176,
  46,  91, 175,
  45,  91, 176,
  45,  89, 176,
  45,  91, 175,
  45,  92, 175,
  44,  93, 177,
  46,  93, 175,
  45,  96, 175,
  47,  97, 175,
  49,  98, 175,
  51,  98, 176,
  52,  99, 176,
  53,  99, 176,
  55, 102, 175,
  57, 101, 175,
-1000,-1000,-1000,
  58, 101, 176,
  59, 102, 176,
  59, 103, 176,
  63, 102, 176,
  64, 104, 176,
  64, 104, 176,
  64, 103, 176,
  64, 103, 176,
  62, 103, 176,
  58, 102, 175,
  52, 100, 175,
  43,  92, 176,
  35,  72, 176,
  28,  50, 176,
  24,  30, 171,
  20,  21, 174,
  18,  15, 171,
  17,   7, 168,
  16,  11, 166,
  16,   9, 165,
  16,   8, 163,
  11,   7, 163,
  16,   7, 163,
  16,   8, 164,
  16,   7, 164,
  16,   7, 165,
  11,   8, 165,
  17,   8, 164,
  17,   8, 165,
  17,   9, 165,
  16,   7, 166,
  17,   9, 164,
  17,   9, 166,
  18,  10, 166,
  17,  10, 167,
  18,  11, 167,
  19,  12, 169,
  19,  12, 169,
  19,  14, 171,
  20,  18, 174,
  22,  22, 174,
  25,  25, 174,
  25,  31, 176,
  33,  42, 177,
  38,  54, 178,
  41,  67, 180,
  44,  82, 181,
  46,  97, 182,
  49, 101, 179,
  51, 101, 182,
  54, 101, 182,
  54, 101, 184,
  54, 101, 183,
  55, 101, 182,
-1000,-1000,-1000,
  55, 103, 184,
  56, 103, 183,
  57, 103, 183,
  57, 103, 184,
  56, 103, 184,
  56, 105, 184,
  55, 103, 184,
  54, 103, 184,
  55, 103, 184,
  56, 104, 183,
  55, 103, 184,
  54, 104, 183,
  56, 105, 184,
  55, 105, 183,
  55, 104, 184,
  54, 103, 183,
  56, 104, 183,
  55, 104, 184,
  53, 104, 183,
  55, 104, 183,
  55, 104, 183,
  54, 104, 184,
  54, 104, 183,
  54, 104, 183,
  55, 104, 185,
  55, 102, 184,
  55, 104, 184,
  54, 103, 184,
  54, 104, 184,
  54, 104, 184,
  54, 104, 184,
  53, 104, 183,
  54, 105, 184,
  54, 103, 184,
  54, 103, 183,
  53, 103, 185,
  53, 104, 184,
  54, 104, 184,
  54, 104, 183,
  54, 104, 184,
  53, 106, 183,
  53, 104, 183,
  54, 105, 184,
  53, 104, 184,
  53, 105, 184,
  53, 105, 184,
  53, 105, 184,
  53, 106, 184,
  53, 106, 184,
  53, 105, 184,
  54, 105, 184,
  52, 105, 183,
  53, 104, 184,
  53, 105, 183,
  54, 105, 184,
  52, 105, 184,
  53, 105, 183,
  50, 105, 184,
  52, 105, 184,
  54, 105, 184,
  54, 105, 183,
  53, 105, 183,
  53, 105, 183,
  52, 105, 183,
  54, 105, 183,
  54, 105, 184,
  53, 105, 184,
  53, 105, 181,
  53, 104, 183,
  53, 104, 183,
  54, 104, 184,
  54, 105, 184,
  53, 105, 183,
  53, 105, 183,
  53, 105, 183,
  52, 106, 184,
  53, 105, 184,
  52, 106, 184,
  52, 106, 184,
  51, 105, 184,
  51, 105, 184,
  52, 105, 184,
  52, 105, 184,
  50, 105, 184,
  51, 105, 184,
  50, 105, 182,
  51, 106, 184,
  51, 104, 183,
  51, 105, 184,
  51, 105, 184,
  49, 105, 184,
  50, 105, 184,
  50, 105, 184,
  51, 105, 184,
  50, 106, 184,
  51, 105, 184,
  51, 105, 184,
  50, 105, 184,
  49, 105, 184,
  49, 106, 184,
  49, 105, 184,
  50, 106, 184,
  50, 105, 185,
  49, 104, 182,
  49, 105, 184,
